round	source_label	source_base	source_commit	target	target_commit	target_description	delta_status	path	source_mode	source_blob	target_mode	target_blob	comparison	later_owner	later_commits	invariant	detail
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/dystopia-sk3-20260910/settings-models-dark-1280.png	100644	e7b903336d7fea72b10053b6a1f2e73202561745	100644	e7b903336d7fea72b10053b6a1f2e73202561745	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/dystopia-sk3-20260910/settings-models-dark-1440.png	100644	4cdf84fca8c2d34efd713dae7ff41ba33a6a37ef	100644	4cdf84fca8c2d34efd713dae7ff41ba33a6a37ef	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/dystopia-sk3-20260910/settings-models-dark-390.png	100644	607b108fb9c27225a4a306a018f7d3ca97b9cff7	100644	607b108fb9c27225a4a306a018f7d3ca97b9cff7	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/dystopia-sk3-20260910/settings-models-light-1280.png	100644	3803cc662cb7260604df917e779cde97cc0c5b2a	100644	3803cc662cb7260604df917e779cde97cc0c5b2a	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/dystopia-sk3-20260910/settings-models-light-1440.png	100644	69ae9f0f6c6e361f90d5f886b2932c45ced579fa	100644	69ae9f0f6c6e361f90d5f886b2932c45ced579fa	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/dystopia-sk3-20260910/settings-models-light-390.png	100644	b73e2f23df203a3e689c6f8dd5eb4f85a22665d3	100644	b73e2f23df203a3e689c6f8dd5eb4f85a22665d3	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/dystopia-sk3-20260910/settings-zoom-200.png	100644	805fcd544896b607da575683178fc75afec8d75b	100644	805fcd544896b607da575683178fc75afec8d75b	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/dystopia-sk3-20260910/tests.log	100644	a59dfc751f915eaf8a1b894c476d2fd827d56f6e	100644	a59dfc751f915eaf8a1b894c476d2fd827d56f6e	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/dystopia-sk3-20260910/theme-live-before.json	100644	a4c7a4824e050e7adf7292e01e8f22a38babbd79	100644	a4c7a4824e050e7adf7292e01e8f22a38babbd79	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/dystopia-sk3-20260910/theme-live.json	100644	4dfd0a572ba9fd0c44505859103da5486fab3de6	100644	4dfd0a572ba9fd0c44505859103da5486fab3de6	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-20260910/README.md	100644	e9bab8c4ec1f301ec09d784d3c3bc4b613661840	100644	e9bab8c4ec1f301ec09d784d3c3bc4b613661840	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-20260910/doc-links.log	100644	6af8316d52fa88fadcf33536d6aa83c7557ae0b6	100644	6af8316d52fa88fadcf33536d6aa83c7557ae0b6	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-20260910/integration.json	100644	db5d95ceb1580af0ca882df805774b8ca14d3780	100644	db5d95ceb1580af0ca882df805774b8ca14d3780	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-20260910/ledger-verification.json	100644	42b525cdacda8290893132e4425d620e7e2cfa9e	100644	42b525cdacda8290893132e4425d620e7e2cfa9e	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-20260910/q01/baseline-timing.log	100644	294f15da0a38123f4c1b638fbb9822a6a21d6f04	100644	294f15da0a38123f4c1b638fbb9822a6a21d6f04	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-20260910/q01/budget-recheck.log	100644	90fdf3abcfa13f1c2f60dd70a30e6f17a336cc15	100644	90fdf3abcfa13f1c2f60dd70a30e6f17a336cc15	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-20260910/q01/core-tests-serial.log	100644	3fccfa69c7796fe94f52d7d0d4eeb47c29d6225f	100644	3fccfa69c7796fe94f52d7d0d4eeb47c29d6225f	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-20260910/q01/core-tests.log	100644	b2f256a511095ec5965167c5ad7b671c7eb09f3c	100644	b2f256a511095ec5965167c5ad7b671c7eb09f3c	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-20260910/q01/file-compatibility.log	100644	f43347136f2e679ec22e6dfcce29eba3fd2da79a	100644	f43347136f2e679ec22e6dfcce29eba3fd2da79a	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-20260910/q01/full-tests-confirmation.log	100644	c8820cfaa063e2b0cd2919ac6049318f6bad7cff	100644	c8820cfaa063e2b0cd2919ac6049318f6bad7cff	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-20260910/q01/full-tests-final.log	100644	659bf09dce8be42b93b357aaa6a7935f73dca5fd	100644	659bf09dce8be42b93b357aaa6a7935f73dca5fd	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-20260910/q01/full-tests.log	100644	79f2678b5ea70363f678ee8e05f8e409bb022d24	100644	79f2678b5ea70363f678ee8e05f8e409bb022d24	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-20260910/q01/independent-lifecycle.log	100644	98c69cabfc3fc39d93a27c361cc053bf6c22781d	100644	98c69cabfc3fc39d93a27c361cc053bf6c22781d	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-20260910/q01/lifecycle-green.log	100644	6f42ffc82064e26ac3363cf9211b47f979d8fcc5	100644	6f42ffc82064e26ac3363cf9211b47f979d8fcc5	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-20260910/q01/lifecycle-red.log	100644	ac20e1b359534edd660d762691e863beaaccab66	100644	ac20e1b359534edd660d762691e863beaaccab66	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-20260910/q01/lifecycle-service-recheck.log	100644	8d955d655f0479547fe21d946abe9774b1365ffb	100644	8d955d655f0479547fe21d946abe9774b1365ffb	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-20260910/q01/manifest.json	100644	1bc48bf5b82543d6f555b0c4c35d25b3494f5a1c	100644	1bc48bf5b82543d6f555b0c4c35d25b3494f5a1c	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-20260910/q01/markdown-read-recheck.log	100644	fe68367a9d032a0ce3a3ef64fdf556967b32dbf4	100644	fe68367a9d032a0ce3a3ef64fdf556967b32dbf4	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-20260910/q01/restart-recheck.log	100644	ae7a9970af837a673b2c0e92920acf6ec0bf4c53	100644	ae7a9970af837a673b2c0e92920acf6ec0bf4c53	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-20260910/q01/smoke-final.log	100644	94693eb2daccc61842c4c1351d2287f484615702	100644	94693eb2daccc61842c4c1351d2287f484615702	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-20260910/q01/smoke.log	100644	94693eb2daccc61842c4c1351d2287f484615702	100644	94693eb2daccc61842c4c1351d2287f484615702	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-20260910/worktree-occupancy.txt	100644	271315b1efe4e0a497600ae28a686cf35d5923ff	100644	271315b1efe4e0a497600ae28a686cf35d5923ff	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-q02-20260910/README.md	100644	17183be2eac60a88959a93a64d65cb5920bea8fc	100644	17183be2eac60a88959a93a64d65cb5920bea8fc	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-q02-20260910/SHA256SUMS	100644	3b613dea5b066b46bd95da18af8c4ab3004c9de1	100644	3b613dea5b066b46bd95da18af8c4ab3004c9de1	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-q02-20260910/author-full-551-of-553.log	100644	3e4fbe37a4581693e70771d3465322c5f13ecf39	100644	3e4fbe37a4581693e70771d3465322c5f13ecf39	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-q02-20260910/author-full-initial-incomplete.log	100644	f14abf9c66c175b70a3160cfc19ee269d4a8c7d8	100644	f14abf9c66c175b70a3160cfc19ee269d4a8c7d8	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-q02-20260910/author-migration-portable.log	100644	1fcdbac94c15b46f4b48e9140555539eb7a520e8	100644	1fcdbac94c15b46f4b48e9140555539eb7a520e8	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-q02-20260910/author-provider-existing.log	100644	855b8b87ae12a5baa4a1096df8ddb498cace685b	100644	855b8b87ae12a5baa4a1096df8ddb498cace685b	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-q02-20260910/author-q02-focused.log	100644	021857b5722cf53defd3d20f7f1516148adb4c71	100644	021857b5722cf53defd3d20f7f1516148adb4c71	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-q02-20260910/author-smoke.log	100644	d0aa2f0bae8fba4f7021f50669cfe01fec5a6369	100644	d0aa2f0bae8fba4f7021f50669cfe01fec5a6369	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-q02-20260910/author-summary-fixture-2-of-2.log	100644	2038c923e4504ef762bbcf668fd74a2b267d3a83	100644	2038c923e4504ef762bbcf668fd74a2b267d3a83	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-q02-20260910/doc-links.log	100644	811ff798fcdcb8f5f6d75813a40fe2075c472905	100644	811ff798fcdcb8f5f6d75813a40fe2075c472905	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-q02-20260910/independent-edge-loader-initial-failure.log	100644	1c9e598863680233f6a3da594f811d05c907c5fb	100644	1c9e598863680233f6a3da594f811d05c907c5fb	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-q02-20260910/independent-edges-initial.log	100644	2889a97212aac5869b087fe161dc7b6bdde51046	100644	2889a97212aac5869b087fe161dc7b6bdde51046	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-q02-20260910/independent-edges.log	100644	368ade0b5a8425b2db7eed9da9cda5fd7965a11c	100644	368ade0b5a8425b2db7eed9da9cda5fd7965a11c	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-q02-20260910/independent-migration.log	100644	3bafeb27ffbc0ee1c84df2450a6603cc4745cc98	100644	3bafeb27ffbc0ee1c84df2450a6603cc4745cc98	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-q02-20260910/independent-provider.log	100644	346de8713de02b2ecb59dc38a8aa763911ad892a	100644	346de8713de02b2ecb59dc38a8aa763911ad892a	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-q02-20260910/independent-roundtrip.log	100644	92f860c20838398f4530d764522a4a1b47e9d6cc	100644	92f860c20838398f4530d764522a4a1b47e9d6cc	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-q02-20260910/independent-summary-fixture.log	100644	d56e5e76bd2997ffeb0542942eb871a19ca94d5e	100644	d56e5e76bd2997ffeb0542942eb871a19ca94d5e	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-q02-20260910/receipt.json	100644	2e03e9f9f4f24f579463b38a4e8a3f6d42572be1	100644	2e03e9f9f4f24f579463b38a4e8a3f6d42572be1	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/rv26-q02-independent/edge-check.mjs	100644	a26dc01a087107d06d31a8420c2c263dba0ef42c	100644	a26dc01a087107d06d31a8420c2c263dba0ef42c	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/skin-boundary-sk2-20260910/README.md	100644	16379fe06ef03bbe31a30b61e2275646b8dcfd97	100644	16379fe06ef03bbe31a30b61e2275646b8dcfd97	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/skin-boundary-sk2-20260910/appearance-dark-1280.png	100644	6d514ac44a7e79a46a706091e40033740868c9cc	100644	6d514ac44a7e79a46a706091e40033740868c9cc	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/skin-boundary-sk2-20260910/appearance-dark-1440.png	100644	e7b0e34bef339d5a7878fdaf57b8097ea40284eb	100644	e7b0e34bef339d5a7878fdaf57b8097ea40284eb	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/skin-boundary-sk2-20260910/appearance-dark-390.png	100644	e69870007a28048653363eeaec94b3e6a387227b	100644	e69870007a28048653363eeaec94b3e6a387227b	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/skin-boundary-sk2-20260910/appearance-light-1280.png	100644	8c4ad2935daa082cd33b5d7544bbb40356ceacf5	100644	8c4ad2935daa082cd33b5d7544bbb40356ceacf5	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/skin-boundary-sk2-20260910/appearance-light-1440.png	100644	cbac9f98d6c5c598896d0c096d2dc26ebd544e16	100644	cbac9f98d6c5c598896d0c096d2dc26ebd544e16	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/skin-boundary-sk2-20260910/appearance-light-390.png	100644	b49e58ef771baf1b6892f8e41e5eb85e100f3b51	100644	b49e58ef771baf1b6892f8e41e5eb85e100f3b51	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/skin-boundary-sk2-20260910/browser.mjs	100644	dbcfb204a98f3d3ebef2f7815325dec110197b7c	100644	dbcfb204a98f3d3ebef2f7815325dec110197b7c	retained_exact	-	-	source mode/blob equals target mode/blob	-
B0	baseline	2e9da09bd163ca128e3cd2f4c91ef61ceec2fc2f	df9fc18b9f1a8374d72fa071c2b9c1e61e0010d1	T055	055cffcbc18eb26d15f3818aada50b82a4bd0fa8	accepted ATT/material HEAD	A	evidence/skin-boundary-sk2-20260910/checks-editor.mjs	100644	4194a729cbe6eac4ad5b5c7c49d83bbfe9554a6d	100644	4194a729cbe6eac4ad5b5c7c49d83bbfe9554a6d	retained_exact	-	-	source mode/blob equals target mode/blob	-
